ID_CC,Nombre,Capacidad,ID_DEPTO
635,Cooperativa de Trabajo Cachalahueca Ltda,s/d,26.0
797,Coquena Centro Cultural,100.0,142.0
520,Cosecha - Espacio musical,s/d,286.0
401,Cuerpos en Movimiento Espacio de Arte Escénico,s/d,109.0
189,Cultural Moran,150.0,112.0
254,Cultural Titi Rossi,s/d,112.0
195,Cultural Vivvo,s/d,112.0
120,Cumaco,s/d,112.0
966,Curadora. Residencia/Taller,s/d,250.0
246,Cusca Risun,91.0,112.0
67,Cátulo. Casa Cultural,s/d,112.0
967,DEMOS Comunidad Cultural Emergente,200.0,250.0
1036,DIVAS Diversidad Valiente Santiagueña,70.0,84.0
292,"DYNART, Espacio de arte",s/d,112.0
440,Dada club de arte,s/d,245.0
171,Deira,750.0,112.0
1026,Descubrir Centro Cultural,s/d,428.0
307,Deshoras Club de Música y Artes ,s/d,22.0
109,Despierta,s/d,112.0
1005,Distrito Siete,200.0,397.0
469,Doble-T,s/d,257.0
69,Dottore Malatesta,150.0,112.0
155,Doup,300.0,112.0
897,Doña Argentina Espacio Cultural,120.0,65.0
46,Dragon,s/d,112.0
119,Dulce,s/d,112.0
29,Dumont,220.0,112.0
33,E.C.U Espacio Cultural Uocra,s/d,112.0
395,EL MOLINO CULTURAL,s/d,516.0
731,ESPACIO CULTURAL SAENZ PEÑA CHACO,s/d,118.0
209,ESPACIO EL ZONKO,s/d,112.0
116,ESQUINA REBELDE,s/d,112.0
631,ESTACIÓN NICOLAS LEVALLE,s/d,507.0
746,ESTE ESPACIO CULTURAL,s/d,419.0
700,Eden Hotel,500.0,366.0
877,El Acopio ,40.0,14.0
84,El Arbol Cultural (Sas) / La Casa Del Arbol,94.0,112.0
1051,El Arbol de Galeano-Club Cultural,s/d,82.0
1003,El Aserradero Rosario,95.0,397.0
467,El Bosquecito Vivero Experimental. Espacio Cultural ,s/d,257.0
638,El Cebil,s/d,75.0
163,El Ceibo - Espacio Cultural,60.0,112.0
466,El Conventillo Centro Cultural,s/d,257.0
27,El Cultural Masala,50.0,112.0
597,El Culturón,s/d,445.0
303,El Derrumblé,s/d,22.0
1029,El Desarmadero Espacio Cultural,s/d,433.0
50,El Desparrame,150.0,112.0
132,El Donn,s/d,112.0
114,El Emergente Abasto,150.0,112.0
750,El Entusiasmo,s/d,59.0
627,El Faro,s/d,503.0
785,El Fuelle Casa Cultural,s/d,164.0
285,El Galpon,s/d,112.0
644,El Galpón Club de Salud,s/d,166.0
553,El Galpón de Haedo,s/d,325.0
514,El Galpón de Tolosa ,s/d,257.0
570,El Garelli - Asociación Civil Villa Valdocco,s/d,370.0
675,El Hormiguero,s/d,76.0
965,El Jardín de los Presentes Casa Arte,s/d,250.0
61,El Mas Aca Club Cultural,150.0,112.0
453,El Medio Aljibe,s/d,257.0
1034,El Observatorio,s/d,84.0
835,El Origen de i,s/d,293.0
1065,El Planeta de Origen,s/d,496.0
229,El Puente,150.0,112.0
510,El Puente Arte y Cultura ,s/d,257.0
129,El Quetzal,150.0,112.0
689,El Recodo del sol,60.0,115.0
960,El Remanso Casa Cultural Independiente,40.0,193.0
754,El Rincón Cultural,s/d,149.0
327,El Semillero - Fábrica de Arte,s/d,37.0
451,El Sótano Club Cultural,s/d,257.0
751,El Tablado Centro Cultural,120.0,59.0
222,El Taller De Jacinto Espacio De Arte,150.0,112.0
3,El Tanque Cultural,300.0,112.0
243,El Tipografico,150.0,112.0
552,El Transformador,s/d,325.0
215,El Universal,118.0,112.0
711,El Viejo Cooke,s/d,382.0
546,El galpón del Encuentro,s/d,312.0
762,El Árbol Asociación Cultural,180.0,376.0
5,Emergente Club Almagro,250.0,112.0
489,En Eso Estamos-Fábrica Cultural,120.0,257.0
990,En Jaque,s/d,397.0
112,Enjambre,100.0,112.0
961,Errar es divino,s/d,193.0
678,Escafandra Espacio Cultural Comunitario,s/d,76.0
144,Escape,60.0,112.0
277,Escash Espacio Cultural,s/d,112.0
51,"Escuela Popular de Arte ""Esther Ballestrino""",s/d,112.0
400,Escuela de Actividades Culturales Dora Pietranera de Donadio,s/d,99.0
940,"Espacio
Malvinas",s/d,221.0
665,Espacio  artístico  Universo de Sueños,s/d,76.0
722,Espacio Abierto José de la Quintana,s/d,451.0
813,Espacio Arte Propio,s/d,303.0
809,Espacio Arte Propio,s/d,83.0
531,Espacio Asterisco,s/d,286.0
729,Espacio Bohemio Corrientes,s/d,80.0
45,Espacio Boliv.ar,s/d,112.0
13,Espacio Cafferana 86,s/d,112.0
981,Espacio Crux,s/d,267.0
861,Espacio Cultura Don. Gregorio Álvarez,300.0,123.0
755,"Espacio Cultural ""Kultural 5""",0,149.0
170,Espacio Cultural Almagro,s/d,112.0
73,Espacio Cultural Benigno,50.0,112.0
915,Espacio Cultural Cadiz,s/d,78.0
963,Espacio Cultural Casablanca,s/d,250.0
37,Espacio Cultural Centro Comunitario Juanito Laguna,s/d,112.0
97,Espacio Cultural Chacra De Los Remedios,s/d,112.0
725,Espacio Cultural Coliseo,s/d,494.0
922,Espacio Cultural Coloniarte,s/d,197.0
807,Espacio Cultural Comunitario – Comparsa los Caprichosos de Tilcara,s/d,476.0
927,Espacio Cultural Cuyo Arte,s/d,
808,Espacio Cultural De Ida y Vuelta,s/d,83.0
94,Espacio Cultural Defensa,s/d,112.0
59,Espacio Cultural Del Sur,s/d,112.0
31,Espacio Cultural Dinamo,80.0,112.0
278,Espacio Cultural Domus Artis,s/d,112.0
953,Espacio Cultural El Bodegón,s/d,90.0
909,Espacio Cultural El Caedero de San Carlos,50.0,413.0
683,Espacio Cultural El Crespin,s/d,115.0
70,Espacio Cultural Eureka,50.0,112.0
1015,Espacio Cultural Franja Del Río ,s/d,397.0
289,Espacio Cultural Garcia,s/d,112.0
549,Espacio Cultural Homero Manzi,s/d,312.0
122,Espacio Cultural Juan Rodo,80.0,112.0
490,Espacio Cultural Juana Azurduy ,s/d,257.0
832,Espacio Cultural Julio Le Parc ,350.0,220.0
684,Espacio Cultural La Vertiente,s/d,115.0
698,Espacio Cultural Las Chicharras,s/d,366.0
505,Espacio Cultural Leonardo Favio ,s/d,257.0
182,Espacio Cultural Lineas De Fuga,s/d,112.0
838,Espacio Cultural Los Chinos,s/d,299.0
153,Espacio Cultural Marco Del Pont,s/d,112.0
745,Espacio Cultural Mil Flores Barranqueras,s/d,419.0
383,Espacio Cultural Motor Colectivo,s/d,43.0
673,Espacio Cultural Museo de las Mujeres,s/d,76.0
197,Espacio Cultural Que Tren Que Tren,s/d,112.0
23,Espacio Cultural Resurgimiento,s/d,112.0
213,Espacio Cultural San Andres,s/d,112.0
703,Espacio Cultural Takay Nina ,s/d,366.0
231,Espacio Cultural Tinta Roja,s/d,112.0
4,Espacio Cultural Urbano,140.0,112.0
857,Espacio Cultural Yopará,s/d,439.0
444,Espacio Disparate Casa de Artes,90.0,265.0
281,Espacio Dos Puntos,s/d,112.0
151,Espacio EK' arte.movimiento,s/d,112.0
837,Espacio Ekeko Cultural,s/d,293.0
385,Espacio Hamaca,s/d,43.0
291,Espacio Inboccalupo,80.0,112.0
167,Espacio La Tribu,s/d,112.0
614,Espacio La Tuerca,s/d,487.0
998,Espacio Luna,s/d,397.0
169,Espacio Marechal,69.0,112.0
849,Espacio Mbopí,s/d,146.0
49,Espacio Moebius,s/d,112.0
134,Espacio Pichuco,s/d,112.0
888,Espacio Popular Pocho Lepratti,s/d,200.0
220,Espacio Pujol,50.0,112.0
497,Espacio SU.DA.KA.,s/d,257.0
172,Espacio Salvo,s/d,112.0
105,Espacio Saoco,111.0,112.0
18,Espacio Simona,100.0,112.0
699,Espacio Social y Cultural Proponiendo Sueños,s/d,366.0
164,Espacio Sueños,150.0,112.0
705,Espacio Sur ,s/d,366.0
582,Espacio Taller Crear,s/d,514.0
650,Espacio Urda,50.0,76.0
91,Espacio Valeu,150.0,112.0
715,Espacio cultural Los Molles,s/d,422.0
412,Espacio cultural producciones independientes,s/d,186.0
900,"Espacio cultural y feria Punto Artesanal, bien cultural",s/d,74.0
811,Espacio de Arte GRIS,s/d,83.0
822,Espacio de Fotografía Máximo Arias ,s/d,81.0
417,Espacio de arte AmArt,s/d,199.0
381,Espacio por el Arte EPA,s/d,43.0
298,"Espacio y Casa Cultural ""El Refugio""",s/d,22.0
100,Espacio37,140.0,112.0
230,EspecialCultural Bar,s/d,112.0
587,Estacion 1857,s/d,421.0
190,Estacion de los Deseos,s/d,112.0
1025,Estación Cultural,s/d,428.0
30,Estación De Los Deseos,s/d,112.0
1006,Estación De Los Títeres ,s/d,397.0
736,Esto no es una Academia,s/d,2.0
576,Estudio 1 Originarte,s/d,370.0
676,Estudio E,s/d,76.0
671,Estudio Escénico La Potosí,s/d,76.0
219,Estudio Kalo,s/d,112.0
621,Estudio MV,s/d,503.0
988,FUNDACION UNIDOS POR LA MUSICA,s/d,397.0
387,Factor C Espacio de encuentro,s/d,43.0
856,Federación de Colectividades de Obera,s/d,332.0
136,Feeling Multiespacio,150.0,112.0
82,Feliza Cultura Arcoiris,300.0,112.0
394,Florencio Constantino,750.0,61.0
282,Flores Solidario,s/d,112.0
622,Foro de las Ciencias y las Artes,50.0,503.0
633,Forum Cultural,s/d,512.0
652,Fresca Viruta Espacio,60.0,76.0
864,Fundacion Fabrica de Artistas,s/d,123.0
244,Fundacion Hastinapura,150.0,112.0
131,Fundacion Hastinapura,25.0,112.0
130,Fundacion Hastinapura,s/d,112.0
87,Fundacion Hastinapura,25.0,112.0
32,Fundacion Hastinapura,25.0,112.0
145,Fundacion Mercedes Sosa,s/d,112.0
901,Fundacion Raices Nuevas,s/d,74.0
590,Fundación Crear Vale La Pena,60.0,421.0
723,Fundación Holderlin,30.0,451.0
351,Fundación Isla Maciel,s/d,37.0
803,Fundación Jama: Espacio Cultural-La Esquina-. ,s/d,441.0
1048,Fundación Mate Cocido,s/d,82.0
66,Fundación Naum Knop,s/d,112.0
1042,Fundación para el desarrollo de las artes escénicas - FUNDAE,s/d,82.0
613,Fusión 3,s/d,487.0
177,Galpon Cultural El Hueco,s/d,112.0
295,Galpon Cultural Piedrabuenarte,s/d,112.0
855,Galpon de la Murga del Monte,200.0,332.0
501,Galpon de las artes,s/d,257.0
792,Galpones Recuperados Tupaj Katari,s/d,142.0
565,Galpón Del Arte Barrio Kennedy,50.0,347.0
935,Galpón Murguero,s/d,139.0
1014,Galpón Tablada,s/d,397.0
1022,Germinal Terrakius,45.0,397.0
349,Giros,s/d,37.0
162,Gorriti Art Center,235.0,112.0
1038,Gotitas de ternura cultural,s/d,133.0
498,Grupo La Grieta,s/d,257.0
786,Grupo Mozart,s/d,164.0
437,Huellas de Fuego,s/d,240.0
322,Hugo Caruso,s/d,37.0
192,Hunterbier De Pezzano Roberto Ariel,150.0,112.0
426,IF Investigaciones del Futuro,s/d,203.0
221,IMPA Centro Cultural IMPA La Fábrica,200.0,112.0
57,Ideas Descabelladas,s/d,112.0
263,Ifa,99.0,112.0
559,"Insurgente, Espacio Cultural Independiente",s/d,334.0
509,Integración Comunitaria por la Salud Mental Una Movida de Locos,s/d,257.0
660,Irradiando,s/d,76.0
399,Isidoro espacio de Arte,s/d,131.0
226,Jaciento Oviedo,s/d,112.0
899,Jagger Espacio Cultural,s/d,74.0
950,Jauss Espacio de Arte,30.0,90.0
149,Jj Circuito Cultural,250.0,112.0
354,Juana Azurduy,70.0,37.0
125,Jungla Habitat Cultural,s/d,112.0
441,Junta Vecinal de Laferrere 12 de Octubre,s/d,253.0
39,Kowalski Club De Cultura,60.0,112.0
904,Kunu`u Espacio para las Infancias,s/d,74.0
378,KÁNIKA,s/d,43.0
308,LA CASA,s/d,22.0
1043,LA CASONA,s/d,82.0
710,LA LA LA CENTRO ARTISTICO,s/d,382.0
733,LA MARAÑA,s/d,277.0
994,LA USINA,s/d,397.0
664,LAN El Parisino,700.0,76.0
825,LOS 2 AMIGOS CULTURAL,s/d,81.0
547,La Antigua Cultural,s/d,312.0
71,La Arena,s/d,112.0
434,La Bicicletería,s/d,237.0
471,"La Bicicletería, Creación Colectiva",100.0,257.0
245,La Bisagra,s/d,112.0
118,La Brecha,s/d,112.0
655,La Burbuja Circo,s/d,76.0
508,La Caipo,70.0,257.0
805,La Campana Teatral ,200.0,476.0
272,La Casa,45.0,112.0
930,La Casa Azul. Periferia de Arte,s/d,
670,La Casa Colectiva,s/d,76.0
15,La Casa De Luca Prodan,s/d,112.0
6,La Casa De Teresa Israel,s/d,112.0
388,La Casa Del Fondo,s/d,44.0
300,La Casa Espacio de Debate y Cultura,120.0,22.0
206,La Casa Roja,s/d,112.0
912,La Casa Roja Espacio,s/d,78.0
418,La Casa de Enfrente,s/d,199.0
688,La Casa de la Cultura,s/d,115.0
470,La Casa espacio cultural,s/d,257.0
555,La Casita Arte,s/d,325.0
885,La Casita Azul - Espacio Cultural,s/d,47.0
1017,La Casita Rosario,s/d,397.0
773,La Casita de los Gurises de mi Barrio,s/d,338.0
14,La Casona De Los Amigos,150.0,112.0
191,La Cazona De Flores,150.0,112.0
499,La Chicharra,s/d,257.0
232,La Chilinga,s/d,112.0
1049,La Colorida,53.0,82.0
599,La Compañía Tandil,40.0,469.0
166,La Confiteria,250.0,112.0
867,La Conrado Centro Cultural,80.0,123.0
64,La Conversa,s/d,112.0
540,La Cultural Dumer,200.0,310.0
154,La Escalera Espacio De Arte,50.0,112.0
558,La Esquina Arte y Cultura,s/d,11.0
732,La Fabrica Cultural ,s/d,277.0
620,"La Galerita, experiencias creativas",s/d,503.0
628,La Galpona - laboratorio de ideas,s/d,503.0
488,La GranSiete Arte y Cultura,s/d,257.0
140,La Herreria,150.0,112.0
503,La Hormiguera Espacio Cultural,s/d,257.0
28,La Instalacion,100.0,112.0
982,La Juana Sala Cultural Independiente,130.0,267.0
495,La Macacha,s/d,257.0
42,La Madriguera,s/d,112.0
179,La Minga Club Cultural,50.0,112.0
974,La Moreno Centro Cultural,285.0,250.0
931,La Mostrijaus,s/d,
241,La Muda,s/d,112.0
637,La Nube Galpon de las Artes - Catamarca,s/d,75.0
636,La Osera Casa Cultural,s/d,75.0
573,La Pacha Espacio Cultural,s/d,370.0
625,La Pajarera,s/d,503.0
422,La Papallona Tetería Cultural,s/d,199.0
667,La Parisina Casa de Arte ,65.0,76.0
102,La Paternal Espacio Proyecto,s/d,112.0
188,La Paz Arriba,s/d,112.0
237,"La Peatonal, Espacio Cultural",s/d,112.0
1009,La Peruta ,s/d,397.0
579,La Pieza,s/d,375.0
641,La Primitiva ,s/d,75.0
752,La Puerta,s/d,59.0
554,La Puerta Creativa,s/d,325.0
728,La Pépinière,s/d,80.0
88,La Quince Espacio Cultural,150.0,112.0
1030,La Quinta,150.0,502.0
205,La Scala De San Telmo,102.0,112.0
274,La Senda,50.0,112.0
1045,La Soñada Epacio Cultural y Producciones,s/d,82.0
932,La Tambora Cultural,s/d,
917,La Tetera,s/d,78.0
1007,"La Tornería, Espacio Cultural",s/d,397.0
530,La Troupe,s/d,286.0
283,La Turba,s/d,112.0
716,La Urpila espacio cultural,s/d,422.0
749,La Vaca Atada,s/d,419.0
504,La Vecindad Cultural Nacional y Popular ,s/d,257.0
561,La Yumba,s/d,334.0
833,La casita colectiva,s/d,220.0
639,La casita. Arte y eventos,50.0,75.0
594,La troupe del aire,s/d,438.0
456,Laberinto Casa Club,150.0,257.0
200,Laborando,s/d,112.0
199,Laboratori Estudio,s/d,112.0
123,Laboratorio De Festival,s/d,112.0
126,Ladran Sancho,94.0,112.0
180,Las Mil Y Un Artes Centro Cultural,s/d,112.0
80,Latinoamericana Comunicacion Capacitacion Cultura,50.0,112.0
193,Leon Leon,60.0,112.0
301,Los Bemoles,s/d,22.0
421,Los Duendes,s/d,199.0
173,Luzuriaga Club Social,90.0,112.0
562,MACONDO MUTUAL DE ARTE POPULAR DE OLAVARRIA,s/d,334.0
239,MAGMA,s/d,112.0
1059,MAGMA Espacio Cultural,s/d,383.0
686,MANSA MANSION A LA VERA DEL RIO,s/d,115.0
523,MONOCICLO CLUB DE ARTE,s/d,286.0
804,"MULTIESPACIO CULTURAL ""NUEVA TRADICION"" ",s/d,441.0
603,Macanudo,s/d,469.0
515,Macá Cultura ,s/d,257.0
995,Madma espacio,s/d,397.0
1047,Magic Music Box,s/d,82.0
138,Mango,150.0,112.0
872,Manta residencia taller ,s/d,260.0
379,Maroma,s/d,43.0
567,Media Vuelta Club de Artes Urbanas,s/d,353.0
12,Mi Casa,150.0,112.0
1020,Micelio Producción de Expresión,s/d,397.0
513,Mil Flores La Plata ,s/d,257.0
598,Minowa Centro Cultural,s/d,445.0
708,Mixtura,s/d,382.0
783,"Mixtura, Espacio Cultural",s/d,506.0
293,Mojitos De Cuba,150.0,112.0
921,Monte libre,s/d,130.0
284,Morris,200.0,112.0
739,Multiespacio Federación Médica del Chaco,342.0,419.0
201,Multiespacio Korova,80.0,112.0
198,Multiespacio La Comunidad Del Sotano / Comunidad Multiespacio,136.0,112.0
208,Multiespacio Pasco,s/d,112.0
98,Munar,s/d,112.0
413,Mundo Dios,s/d,199.0
858,Municipalidad de 25 de Mayo,s/d,4.0
429,MÚSICA EN SAN MARTÍN,s/d,203.0
740,Nanas suena bien,s/d,419.0
255,Naranja Verde,50.0,112.0
742,Nido centro de artes,s/d,419.0
187,Nueva Caledonia,300.0,112.0
784,Nuevo Espacio Cultural,s/d,506.0
223,Oceanario Club Cultural,95.0,112.0
977,Ochava Roma,s/d,250.0
0,Oihoy Casa Abierta,s/d,112.0
287,Oliverio Girondo,s/d,112.0
690,"Oniria, espacio de artistas cooperativxs",s/d,115.0
107,Otra Historia,145.0,112.0
249,Otro Divague Espacio De Arte,20.0,112.0
117,Otro Lado,100.0,112.0
1046,PUERTO CULTURAL LIBERTAD,s/d,82.0
1012,PUERTO DE IDEAS,s/d,397.0
524,Padre Mugica,s/d,286.0
259,Panda Rojo Espacio Cultural,80.0,112.0
48,Paprika,50.0,112.0
778,Parientes Del Bar,s/d,338.0
846,Paseo Bosetti,s/d,77.0
844,Paseo Cultural La Terminal,600.0,77.0
914,Patricias Espacio,s/d,78.0
865,Pehuenia Cultural del Neuquen,s/d,123.0
384,Pez Dorado Espacio Cultural,s/d,43.0
847,Peña Itapúa ,200.0,77.0
681,"Pico de tinta, espacio taller",80.0,115.0
816,Pitcher Cultural,s/d,79.0
227,Planta Alta,95.0,112.0
1001,Plataforma Lavarden ,400.0,397.0
346,Polideportivo Gabino Alegre,500.0,37.0
240,Polo Bandoneon,s/d,112.0
174,Poncho Club Cultural,100.0,112.0
923,Portal 271 Centro Cultural,s/d,197.0
461,Prisma Espacio Creativo,s/d,257.0
971,Proyecto Trucha,s/d,250.0
765,Pueblo Viejo,200.0,121.0
511,Pura Vida Bar,200.0,257.0
970,Púrpura - Proyecto Artísitico Pedagógico,s/d,250.0
640,Qhispina Casa Albergue- Espacio Cultural,s/d,75.0
217,REDUCI- MUTUALIDAD ITALIANA DE EX COMBATIENTES ,s/d,112.0
996,Rayito de Sol,150.0,397.0
814,Recrearte,s/d,478.0
1058,Refugio del Arte Fueguino,s/d,383.0
403,Residencia Artística Dos Ombúes,s/d,141.0
464,Residencia Corazón,s/d,257.0
402,"Restituyendo derechos, construyendo futuro",30.0,141.0
225,Rincon Casa Cultural,80.0,112.0
40,Ritmos Sabrosos,100.0,112.0
494,Ruda,s/d,257.0
680,Río arriba cultural,s/d,115.0
544,SUTEBA Merlo,s/d,312.0
992,Sahuira,s/d,397.0
946,Sala Cultural Chabás,300.0,89.0
980,Sala Cultural José María Vazquez,200.0,250.0
454,Sala El Angel Gris,s/d,257.0
406,Sala Ensueños,s/d,150.0
1028,Sala Kumelén de Carlos Pellegrini,s/d,433.0
359,Sala de exhibición de artes visuales Del Carmen Casa Club,s/d,37.0
248,Saldias Polo Cultural,s/d,112.0
696,Salón Centro Cultural Municipal,500.0,304.0
602,Salón Danés,s/d,469.0
842,Salón de actos Municipal,s/d,254.0
951,Salón del Museo,250.0,90.0
770,San Benito Puerto Arte,s/d,215.0
363,Sarandiarte Espacio Cultural,300.0,37.0
535,Sede Banfield Este El Ceibo,s/d,286.0
528,Sede Banfield Oeste Darragueira,s/d,286.0
545,Sede COI,s/d,312.0
522,Sede Fiorito,s/d,286.0
527,Sede San José,s/d,286.0
364,Sembrando Soberanía ,s/d,37.0
566,SerEnArte,s/d,353.0
92,Shambala,s/d,112.0
65,Sigue La Polilla,233.0,112.0
335,Sociedad Cosmopolita de Socorros Mutuos Unión de Wilde,200.0,37.0
694,Sociedad Italiana,300.0,244.0
718,Sociedad Italiana de Socorros Mutuos Unión y beneficiencia,578.0,426.0
606,Sociedad Italiana de Tigre,s/d,475.0
268,Sociedad Luz,s/d,112.0
369,Sociedad Recreativa Cultural Deportiva y Fomento Idea Felíz,300.0,37.0
317,Sociedad de Fomento Bartolomé Mitre,s/d,37.0
585,Sociedad de Fomento Bartolomé Mitre,s/d,418.0
358,Sociedad de Fomento Gral. Pico,250.0,37.0
337,Sociedad de Fomento Honor y Fuerza,90.0,37.0
336,Sociedad de Fomento Lucio Mansilla,s/d,37.0
343,Sociedad de Fomento Manuel Benito Gonnet,s/d,37.0
331,Sociedad de Fomento Martin de Guemes,150.0,37.0
326,Sociedad de Fomento Villa Argentina,100.0,37.0
352,Sociedad de Fomento Villa Avellaneda,s/d,37.0
332,Sociedad de Fomento Villa Bernasconi,s/d,37.0
330,Sociedad de Fomento Villa Echenagucia,100.0,37.0
370,Sociedad de Fomento Villa Gral San Martin de Pobladora,s/d,37.0
323,Sociedad de Fomento Villa J. Nuñez,250.0,37.0
341,Sociedad de Fomento Villa Marconi,s/d,37.0
329,Sociedad de Fomento Villa Mercado,300.0,37.0
367,Sociedad de Fomento Villa San Martín e Ideal,150.0,37.0
366,Sociedad de Fomento Wilde Este,s/d,37.0
325,Sociedad de Fomento y Cultura Barrio Agüero,100.0,37.0
324,Sociedad de Fomento y Cultura Gral. Lavalle,150.0,37.0
333,Sociedad de Fomento y Cultura Juan Bautista Alberdi,140.0,37.0
267,Soria,s/d,112.0
203,Stand Up Club,s/d,112.0
334,Surdanza,200.0,37.0
880,Surprise,s/d,47.0
262,Swing City,s/d,112.0
270,Tacuari Tango,100.0,112.0
810,Taller Rayuela,s/d,83.0
592,Taller de La Ribera,s/d,421.0
150,Tano Cabrón,s/d,112.0
24,Teatrarte,50.0,112.0
589,Teatro 9 de Julio ,s/d,421.0
629,Teatro Homero Manzi,s/d,505.0
836,Teatro Leonardo Favio,250.0,293.0
796,Teatro Sociedad Española,300.0,142.0
228,Ter,80.0,112.0
128,The Monkeys,s/d,112.0
779,Tierra Bomba,s/d,338.0
271,Tierra Violeta,30.0,112.0
586,Tinku Teatro Centro Cultural,s/d,418.0
947,Tiza y Karbón Espacio Cultural,s/d,90.0
978,Uhlala Café Concert,s/d,250.0
557,Unidad Barrial Social y Cultural Jesús Aguinagalde,s/d,327.0
68,Universidad Popular de Belgrano Alfredo Fazio y Biblioteca Popular,s/d,112.0
407,Unión Vecinal Garin Oeste,s/d,150.0
840,Unísono espacio de arte,s/d,442.0
142,Urda Espacio Cultural,110.0,112.0
902,Usina Cultural ,288.0,74.0
938,Ventarrón Cultural,s/d,139.0
127,Vibra,100.0,112.0
447,Viejo Almacen El Obrero,100.0,257.0
380,Vitró,s/d,43.0
83,Vuela El Pez,168.0,112.0
176,Wara Wara,s/d,112.0
133,Work,350.0,112.0
113,Xua Espacio Cultural,s/d,112.0
782,Yotivenco espacio,s/d,495.0
389,Zirkoa Espacio en movimiento,s/d,44.0
238,Zugarra Casa Cultural,s/d,112.0
878,centro cultural solidario y popular Lavalle ,s/d,14.0
766,charruarte centro socio cultural,s/d,121.0
868,sala El Angel Gris,s/d,123.0
